Kod,Ders,Eğitmen(ler),Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm sınırlaması,CRN,Term
MAT 210E,Engineering Mathematics,Metin Taylan,Salı Çarşamba,0830/1229 1330/1729,GDB GDB,50.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30400.0,2018 - 2019 Yaz Dönemi
MAT 210E,Engineering Mathematics,Metin Taylan,Salı Çarşamba,1330/1729 0830/1229,GDB GDB,53.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30401.0,2018 - 2019 Yaz Dönemi
MAT 210E,Engineering Mathematics,Figen Özen,Perşembe Cuma,0830/1229 0830/1229,FEB FEB,50.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30398.0,2018 - 2019 Yaz Dönemi
MAT 210E,Engineering Mathematics,Figen Özen,Perşembe Cuma,1330/1729 1330/1729,FEB FEB,54.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30399.0,2018 - 2019 Yaz Dönemi
MAT 210,Mühendislik Matematiği,"Güler Arsan, Evren Tanrıöver",Salı Çarşamba,0830/1229 1330/1729,MED MED,52.0,50,BIO BLG CEV CHZ DUI EHB ELE ELH ELK END FIZ GEO GMI INS JDF JEF JEFM JEO KIM MAD MATM MET MTO PET TEK TEL UCK UCKM UZB UZBM,30392.0,2018 - 2019 Yaz Dönemi
MAT 210,Mühendislik Matematiği,Mehmet Ufuk Özerman,Çarşamba Perşembe,0830/1229 0830/1229,INB INB,51.0,50,BIO BLG CEV CHZ DUI EHB ELE ELH ELK END FIZ GEO GMI INS JDF JEF JEFM JEO KIM MAD MATM MET MTO PET TEK TEL UCK UCKM UZB UZBM,30394.0,2018 - 2019 Yaz Dönemi
FIZ 413,Katı Hal Elektroniği,Esra Alveroğlu Durucu,Cuma,1500/1759,,14.0,50,FIZ FIZM,21006.0,2020 - 2021 Bahar Dönemi
END 311,İstatistik,Cengiz Kahraman,Cuma,0830/1129,ISB,47.0,50,END,12019.0,2017 - 2018 Güz Dönemi
MAT 210,Mühendislik Matematiği,Mehmet Ufuk Özerman,Çarşamba Perşembe,1330/1729 1330/1729,INB INB,50.0,50,BIO BLG CEV CHZ DUI EHB ELE ELH ELK END FIZ GEO GMI INS JDF JEF JEFM JEO KIM MAD MATM MET MTO PET TEK TEL UCK UCKM UZB UZBM,30395.0,2018 - 2019 Yaz Dönemi
FIZ 102EL,Physics II Laboratory,Banu Tansel Büyükçelebi,Salı,1330/1529,DZB,42.0,50,DUI DUIE GMI GMIE,23486.0,2019 - 2020 Bahar Dönemi
FIZ 102EL,Physics II Laboratory,Banu Tansel Büyükçelebi,Salı,1530/1729,DZB,40.0,50,DUI DUIE GMI GMIE,23494.0,2019 - 2020 Bahar Dönemi
MAT 104E,Mathematics II,Sezgin Altay Demirbağ,Pazartesi Salı Çarşamba,0830/1229 0830/1229 0830/1029,MED MED MED,52.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30387.0,2018 - 2019 Yaz Dönemi
MAT 104E,Mathematics II,Elif Canfes,Pazartesi Salı Çarşamba,0830/1229 0830/1229 0830/1029,MED MED FEB,54.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30389.0,2018 - 2019 Yaz Dönemi
MAT 104E,Mathematics II,Sezgin Altay Demirbağ,Pazartesi Salı Çarşamba,1330/1729 1330/1729 1030/1229,MED MED MED,50.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30388.0,2018 - 2019 Yaz Dönemi
MAT 104E,Mathematics II,Samet Yücel Kadıoğlu,Salı Çarşamba Perşembe,0830/1229 1330/1529 0830/1229,MDB MED MED,51.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30390.0,2018 - 2019 Yaz Dönemi
MAT 104E,Mathematics II,Samet Yücel Kadıoğlu,Çarşamba Perşembe Cuma,0830/1229 1330/1529 0830/1229,MED MED MED,53.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30391.0,2018 - 2019 Yaz Dönemi
MAT 104,Matematik II,Ahmet Kırış,Pazartesi Salı Çarşamba,0830/1229 0830/1229 0830/1029,MED FEB MED,50.0,50,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,30381.0,2018 - 2019 Yaz Dönemi
MAT 104,Matematik II,Füsun Zengin,Pazartesi Salı Çarşamba,0830/1229 0830/1229 0830/1029,MED MED MED,53.0,50,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,30383.0,2018 - 2019 Yaz Dönemi
MAT 104,Matematik II,Ali Ercengiz,Pazartesi Salı Çarşamba,0830/1229 0830/1229 0830/1029,MED MED MED,51.0,50,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,30386.0,2018 - 2019 Yaz Dönemi
KIM 252,Kimyasal Termodinamik,"Nermin Orakdöğen, Oğuz Okay",Pazartesi,0830/1129,,35.0,50,KIM KIMM,10129.0,2020 - 2021 Güz Dönemi
KIM 262E,Int. Quantum Chemistry,Nurcan Tüzün,Perşembe,1130/1429,FEB,33.0,50,KIM KIME,10801.0,2019 - 2020 Güz Dönemi
FIZ 310E,Statistical Phy. & Thermodyn.,Ferid Salehli,Salı Çarşamba Perşembe,1030/1229 1130/1229 1030/1229,FEB FEB FEB,48.0,50,FIZ FIZE FIZM,20391.0,2019 - 2020 Bahar Dönemi
KIM 232L,Organik Kimya Lab. II,"Abdullah Aydoğan, Ayşe Özdemir, Nesrin Köken",Cuma,1230/1729,,15.0,50,KIM,10128.0,2020 - 2021 Güz Dönemi
KIM 203E,Analytical Chemistry,Sevgi Güney,Pazartesi,1430/1729,,27.0,50,BIO BIOE CHZ CHZE DEN DENE ELE ELH ELK ELKE GEM GEME GEMK JEO JEOE MAD MADE MET METE PET PETE TEL,10105.0,2020 - 2021 Güz Dönemi
KIM 203E,Analytical Chemistry,Ferah Çalışır,Pazartesi,1430/1729,,48.0,50,BIO BIOE CHZ CHZE DEN DENE ELE ELH ELK ELKE GEM GEME GEMK JEO JEOE MAD MADE MET METE PET PETE TEL,10104.0,2020 - 2021 Güz Dönemi
END 457E,Heuristic Optimization,Seda Yanık,Çarşamba,1230/1529,,12.0,50,END ENDE,13671.0,2021 - 2022 Güz Dönemi
KIM 205,Organik Kimya,Gönül Yapar,Çarşamba,0830/1129,,44.0,50,BIO BIOM CEV CHZ DEN ELE ELH ELK GEM INS JEO KIMM KYD MAD MET PET TEL,10107.0,2020 - 2021 Güz Dönemi
KIM 206,Analitik Kimya & Enst Analizi,Nevin Öztekin,Salı,1430/1729,,45.0,50,GID KIMM KMM KYD,10111.0,2020 - 2021 Güz Dönemi
KIM 207,İnorganik Kimya,Ayfer Kalkan Burat,Perşembe,1430/1729,,47.0,50,CHZ DEN ELE ELH ELK FIZ GEM JEO KIMM KMM KYD MAD PET TEL,10112.0,2020 - 2021 Güz Dönemi
KIM 211E,Analytical Chemistry,İpek Becerik,Salı Cuma,0830/1029 0830/1029,,36.0,50,KIM KIME KIMM,10116.0,2020 - 2021 Güz Dönemi
MAT 210,Mühendislik Matematiği,Sabire Cömert,Pazartesi Salı,1530/1729 0830/1029,DZB DZB,18.0,50,DUI GMI,22732.0,2021 - 2022 Bahar Dönemi
MAT 210E,Engineering Mathematics,Seher Melike Aydoğan,Çarşamba Perşembe,1130/1329 0830/1029,,40.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,20248.0,2021 - 2022 Bahar Dönemi
MAT 210E,Engineering Mathematics,Ayşegül Tepe,Çarşamba Perşembe,1130/1329 0830/1029,,50.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,20244.0,2021 - 2022 Bahar Dönemi
MAT 264E,Computational Mathematics,Ahmet Kırış,Salı,0830/1129,FEB,54.0,50,MAT MATM,21375.0,2021 - 2022 Bahar Dönemi
KIM 211E,Analytical Chemistry,Ferah Çalışır,Salı Cuma,0830/1029 0830/1029,,50.0,50,KIM KIME KIMM,10115.0,2020 - 2021 Güz Dönemi
FIZ 272E,Computatnl Methods in Physics,Mehmet Kerim Ramazanoğlu,Pazartesi Perşembe,1230/1429 1230/1429,FEB FEB,52.0,50,FIZ FIZE FIZM,14230.0,2021 - 2022 Güz Dönemi
MAT 264E,Computational Mathematics,Ahmet Kırış,Pazartesi,1130/1429,FEB,35.0,50,MAT MATM,21374.0,2021 - 2022 Bahar Dönemi
MAT 271,Olasılık ve İstatistik,Cemil Kurtcebe,Cuma,0930/1229,UUB,21.0,50,BIO BLG EHB ELE ELH EUT FIZ GEM GEO GID IML INS JEO KMM MET MTO PET TEL UCK UZB,22511.0,2021 - 2022 Bahar Dönemi
MAT 271,Olasılık ve İstatistik,Ömür Acaroğlu Ergün,Pazartesi,0830/1129,MDB,49.0,50,BIO BLG EHB ELE ELH EUT FIZ GEM GEO GID IML INS JEO KMM MAD MET MTO PET TEL UCK UZB,22658.0,2021 - 2022 Bahar Dönemi
END 329E,Quality Management Tools&Tech.,Şeyda Serdar Asan,Salı,1430/1729,,40.0,50,END ENDE FIZ FIZE,13645.0,2021 - 2022 Güz Dönemi
MAT 271E,Probability and Statistics,Melkon Tatlıer,Salı Salı,1330/1529 1530/1629,KMB KMB,32.0,50,AIN BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI EHB EHBE EHN ELE ELH ELK ELKE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE GMIK IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,21140.0,2021 - 2022 Bahar Dönemi
FIZ 433E,Nuclear Physics I,Cenap Şahabettin Özben,Pazartesi Çarşamba,1230/1429 1330/1529,FEB FEB,18.0,50,FIZ FIZE FIZM,14298.0,2021 - 2022 Güz Dönemi
FIZ 437E,Stat.Lear.from Data:App.inPhy.,Emre Onur Kahya,Çarşamba Perşembe,1230/1429 1230/1429,FEB FEB,37.0,50,FIZ FIZE MAT MATE,14273.0,2021 - 2022 Güz Dönemi
FIZ 449,Günlük Yaşamımızda Fizik,Burak Zincir,Çarşamba,1230/1529,DZB,48.0,50,DUI GMI,12045.0,2021 - 2022 Güz Dönemi
FIZ 102EL,Physics II Lab,Banu Tansel,Cuma,1530/1729,DZB,37.0,50,DUI DUIE GMI GMIE,23427.0,2017 - 2018 Bahar Dönemi
FIZ 102EL,Physics II Lab,Banu Tansel,Cuma,1330/1529,DZB,27.0,50,DUI DUIE GMI GMIE,23426.0,2017 - 2018 Bahar Dönemi
KIM 326E,Introduction to Biochemistry,"Onur Alptürk, Muhammet Übeydullah Kahveci",Çarşamba,1230/1529,FEB,37.0,50,KIM KIME,10813.0,2019 - 2020 Güz Dönemi
KIM 231L,Organik Kimya Lab. I,"İbrahim Volkan Kumbaracı, Ufuk Saim Günay",Perşembe,1230/1729,,36.0,50,KIM,10125.0,2020 - 2021 Güz Dönemi
MAT 104,Matematik II,Ahmet Kırış,Pazartesi Salı Perşembe,1330/1729 1330/1529 0830/1229,MED MED MED,50.0,50,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,30382.0,2018 - 2019 Yaz Dönemi
MAT 104,Matematik II,Füsun Zengin,Pazartesi Salı Çarşamba,1330/1729 1330/1729 1030/1229,MED MED MED,50.0,50,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,30384.0,2018 - 2019 Yaz Dönemi
FIZ 101EL,Physics I Laboratory,Şaziye Uğur,Perşembe,0930/1129,FEB,52.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE END ENDE EUT EUTE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UZB UZBE,10893.0,2019 - 2020 Güz Dönemi
MAT 271E,Probability and Statistics,Ramazan Çağlar,Cuma,0830/1129,EEB,60.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE EHN ELE ELH ELK ELKE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,11456.0,2019 - 2020 Güz Dönemi
MAT 271E,Probability and Statistics,Mustafa Doğan,Cuma,0830/1129,EEB,59.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE EHN ELE ELH ELK ELKE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,11460.0,2019 - 2020 Güz Dönemi
MAT 242,İstatistik,Mustafa Nadar,Pazartesi Çarşamba,1230/1429 1330/1529,FEB FEB,24.0,50,MAT,10391.0,2019 - 2020 Güz Dönemi
MAT 202E,Numerical Methods,Tuba Gürbüz Büyükkayıkcı,Pazartesi Salı,0830/1029 1030/1129,INB INB,55.0,50,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,13660.0,2019 - 2020 Güz Dönemi
MAT 202E,Numerical Methods,Emine Ayaz,Pazartesi,1230/1529,EEB,63.0,50,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,11413.0,2019 - 2020 Güz Dönemi
MAT 202E,Numerical Methods,Atila Sezen,Salı Cuma,1130/1329 1030/1129,INB INB,60.0,50,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,13661.0,2019 - 2020 Güz Dönemi
MAT 202E,Numerical Methods,Tuna Eken,Cuma,1430/1729,MDB,67.0,50,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,12204.0,2019 - 2020 Güz Dönemi
MAT 202,Sayısal Yöntemler,Yavuz Durgun,Pazartesi Salı,0830/1029 1030/1129,INB INB,41.0,50,CEV CHZ DEN EHB ELE ELH ELK GEM GEO GID IML INS ISL JEF JEO KOM KON MAD MAK MET PET TEK TEL,13658.0,2019 - 2020 Güz Dönemi
MAT 202,Sayısal Yöntemler,Mehmet Günhan Aksoylu,Çarşamba Perşembe,0830/1029 1530/1629,INB INB,46.0,50,CEV CHZ DEN EHB ELE ELH ELK GEM GEO GID IML INS ISL JEF JEO KOM KON MAD MAK MET PET TEK TEL,13657.0,2019 - 2020 Güz Dönemi
MAT 202,Sayısal Yöntemler,Yıldır Akkaya,Çarşamba Perşembe,0830/1029 1530/1629,INB INB,49.0,50,CEV CHZ DEN EHB ELE ELH ELK GEM GEO GID IML INS ISL JEF JEO KOM KON MAD MAK MET PET TEK TEL,13659.0,2019 - 2020 Güz Dönemi
MAT 202,Sayısal Yöntemler,İsmail Yalçın,Perşembe,1330/1629,GDB,52.0,50,CEV CHZ DEN EHB ELE ELH ELK GEM GEO GID IML INS ISL JEF JEO KOM KON MAD MAK MET PET TEK TEL,12489.0,2019 - 2020 Güz Dönemi
MAT 202,Sayısal Yöntemler,Özcan Kalenderli,Cuma,1400/1659,EEB,66.0,50,CEV CHZ DEN EHB ELE ELH ELK GEM GEO GID IML INS ISL JEF JEO KOM KON MAD MAK MET PET TEK TEL,11410.0,2019 - 2020 Güz Dönemi
MAT 142,Lineer Cebir II,Şeyda Canan Tekin,Çarşamba,0830/1129,MED,14.0,50,MAT,10386.0,2019 - 2020 Güz Dönemi
TUR 101,Türk Dili I,Muhsin Kadıoğlu,Çarşamba,0830/1029,DZB,15.0,50,DUI DUIE GMI GMIE,25076.0,2018 - 2019 Bahar Dönemi
TUR 102,Türk Dili II,Muhsin Kadıoğlu,Perşembe,1030/1229,DZB,7.0,50,DUI DUIE GMI GMIE,21854.0,2018 - 2019 Bahar Dönemi
MAT 271E,Probability and Statistics,Canan Sarıçam,Salı,0830/1129,MKB,49.0,50,AIN BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI EHB EHBE EHN ELE ELH ELK ELKE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE GMIK IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,12993.0,2021 - 2022 Güz Dönemi
MAT 281,Lineer Cebir ve Uygulamaları,Fatma Gül Bağrıyanık,Cuma,1400/1659,EEB,57.0,50,EHB ELE ELK KOM TEL,10779.0,2021 - 2022 Güz Dönemi
MAT 281,Lineer Cebir ve Uygulamaları,Fatma Gül Bağrıyanık,Perşembe,1330/1629,EEB,53.0,50,EHB ELE ELK KOM TEL,10778.0,2021 - 2022 Güz Dönemi
MAT 281E,Linear Algebra and Applicat.,Veysel Murat İstemihan Genç,Perşembe,1330/1629,EEB,27.0,50,EHB EHBE ELE ELK ELKE KOM KOME TEL,10785.0,2021 - 2022 Güz Dönemi
END 252E,Theory of Probability,Erkan Işıklı,Salı,0930/1229,ISB,68.0,50,END ENDE,12016.0,2017 - 2018 Güz Dönemi
KIM 101EL,General Chemistry I Lab,Cüneyt Hüseyin Ünlü,Salı,1130/1329,FEB,53.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KMM KMME KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UZB UZBE,15506.0,2019 - 2020 Güz Dönemi
END 472E,Advanced Spreadsheet Modeling,Murat Durucu,Perşembe,1130/1429,,55.0,50,END ENDE,21271.0,2021 - 2022 Bahar Dönemi
END 458E,Nonlinear Optimization,Gülşah Hançerlioğulları,Cuma,0830/1129,,42.0,50,END ENDE ISL ISLE,21268.0,2021 - 2022 Bahar Dönemi
END 452,Satınalma Yönetimi,Murat Baskak,Perşembe,0830/1129,,48.0,50,END,21261.0,2021 - 2022 Bahar Dönemi
FIZ 310E,Statistical Phy. & Thermodyn.,Oğuzhan Gürlü,Salı Çarşamba Perşembe,1030/1229 1130/1229 1030/1229,,44.0,50,FIZ FIZE,20970.0,2020 - 2021 Bahar Dönemi
FIZ 102EL,Physics II Laboratory,Banu Tansel Büyükçelebi,Salı,0830/1029,DZB,33.0,50,DUI DUIE GMI GMIE,23478.0,2019 - 2020 Bahar Dönemi
MAT 271E,Probability and Statistics,Zehra Elif Batman,Cuma,0830/1129,EEB,58.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE EHN ELE ELH ELK ELKE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,11457.0,2019 - 2020 Güz Dönemi
FIZ 102EL,Physics II Laboratory,Banu Tansel Büyükçelebi,Salı,1330/1529,,29.0,50,DUI DUIE GMI GMIE,21598.0,2020 - 2021 Bahar Dönemi
MAT 103E,Mathematics I,Burhaneddin İzgi,Pazartesi Salı Çarşamba,0830/1229 0830/1129 0830/1129,MED MED MED,50.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KIMM KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MIM MIME MTO MTOE PEM PEME PET PETE PETM SBP SBPE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,30362.0,2018 - 2019 Yaz Dönemi
MAT 271E,Probability and Statistics,Fırat Oğuz Edis,Perşembe,1130/1429,UUB,56.0,50,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE EHN ELE ELH ELK ELKE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,12421.0,2019 - 2020 Güz Dönemi
